Duration,Distance,OriginalPace,HeartRate,Cadence,PowerOriginal,CalculatedPace,CalculatedStrideLength,CalculatedAerobicEfficiencyPace,CalculatedAerobicEfficiencyPower,CalculatedEfficiencyIndex,
1,2.99982,122,180,86,219,,286,2.14,1.22,2.246,
1,3.00989,121,180,86,224,,288,2.16,1.24,2.214,
1,3.01799,122,180,86,224,,286,2.14,1.24,2.196,
1,3.02523,122,180,86,222,,286,2.14,1.23,2.215,
1,3.03343,123,180,86,221,,284,2.12,1.23,2.207,
1,3.03991,124,180,86,207,,281,2.11,1.15,2.338,
1,3.047,125,180,85,189,,282,2.09,1.05,2.54,
1,3.05667,132,180,80,137,,284,1.98,0.76,3.318,
1,3.06354,138,180,67,60,,324,1.89,0.33,7.246,
1,3.0712,143,180,53,29,,396,1.83,0.16,14.468,
1,3.07674,149,179,40,19,,503,1.76,0.11,21.194,
1,3.08421,155,178,27,12,,717,1.7,0.07,32.258,
1,3.08998,160,177,14,17,,1339,1.66,0.1,22.059,
1,3.09452,161,176,0,0,,0,1.66,,,
1,3.0998,166,175,0,0,,0,1.62,,,
1,3.10845,173,174,79,43,,220,1.56,0.25,8.066,
1,3.11431,178,174,77,46,,219,1.52,0.26,7.328,
1,3.11912,181,173,75,49,,221,1.5,0.28,6.765,
1,3.12487,186,172,72,55,,224,1.47,0.32,5.865,
1,3.12979,191,172,71,58,,221,1.43,0.34,5.416,
1,3.13519,195,171,70,55,,220,1.41,0.32,5.594,
1,3.13922,199,170,69,52,,218,1.39,0.31,5.798,
1,3.14517,204,169,69,53,,213,1.36,0.31,5.549,
1,3.14942,210,168,68,53,,210,1.33,0.32,5.391,
1,3.15366,213,168,66,53,,213,1.31,0.32,5.315,
1,3.15849,215,168,65,56,,215,1.3,0.33,4.983,
1,3.16422,219,167,63,61,,217,1.29,0.37,4.491,
1,3.16846,217,166,62,67,,223,1.3,0.4,4.127,
1,3.17246,211,165,61,76,,233,1.35,0.46,3.742,
1,3.17651,209,164,62,86,,232,1.37,0.52,3.338,
1,3.18245,203,164,63,93,,235,1.41,0.57,3.178,
1,3.18718,203,164,64,98,,231,1.41,0.6,3.016,
1,3.19301,206,163,65,94,,224,1.4,0.58,3.099,
1,3.19726,206,163,65,82,,224,1.4,0.5,3.552,
1,3.20215,204,163,65,77,,226,1.41,0.47,3.82,
1,3.20759,202,163,65,82,,228,1.43,0.5,3.622,
1,3.21124,206,162,66,86,,221,1.41,0.53,3.387,
1,3.21588,208,162,65,80,,222,1.39,0.49,3.606,
1,3.2218,206,162,65,75,,224,1.41,0.46,3.883,
1,3.22605,206,162,65,79,,224,1.41,0.49,3.687,
1,3.23057,206,162,65,82,,224,1.41,0.51,3.552,
1,3.23588,208,162,65,80,,222,1.39,0.49,3.606,
1,3.24064,213,162,64,74,,220,1.36,0.46,3.807,
1,3.24457,213,162,64,71,,220,1.36,0.44,3.967,
1,3.25059,209,161,64,72,,224,1.4,0.45,3.987,
1,3.25484,205,162,64,81,,229,1.42,0.5,3.613,
1,3.25954,210,162,64,86,,223,1.38,0.53,3.322,
1,3.2654,207,162,64,77,,226,1.4,0.48,3.764,
1,3.26946,207,162,64,72,,226,1.4,0.44,4.026,
1,3.27341,210,162,64,74,,223,1.38,0.46,3.861,
1,3.2802,206,162,65,78,,224,1.41,0.48,3.734,
1,3.28421,205,161,65,86,,225,1.42,0.53,3.403,
1,3.28822,207,161,65,90,,223,1.41,0.56,3.221,
1,3.29405,205,161,65,87,,225,1.42,0.54,3.364,
1,3.29763,207,160,65,85,,223,1.42,0.53,3.41,
1,3.3032,208,160,65,81,,222,1.41,0.51,3.561,
1,3.30881,208,159,65,77,,222,1.42,0.48,3.746,
1,3.31252,206,159,65,76,,224,1.43,0.48,3.832,
1,3.31726,212,158,64,73,,221,1.4,0.46,3.877,
1,3.32121,218,157,64,64,,215,1.37,0.41,4.3,
1,3.32723,225,157,63,54,,212,1.33,0.34,4.938,
1,3.33147,229,156,61,50,,215,1.32,0.32,5.24,
1,3.33556,227,154,60,52,,220,1.34,0.34,5.083,
1,3.33919,227,153,59,56,,224,1.35,0.37,4.72,
1,3.34421,225,154,58,60,,230,1.36,0.39,4.444,
1,3.34846,221,154,59,65,,230,1.38,0.42,4.177,
1,3.35338,219,154,60,70,,228,1.39,0.45,3.914,
1,3.35877,217,155,60,75,,230,1.4,0.48,3.687,
1,3.36231,212,154,61,79,,232,1.44,0.51,3.583,
1,3.36585,214,153,62,84,,226,1.44,0.55,3.338,
1,3.37141,219,152,63,81,,217,1.41,0.53,3.382,
1,3.37724,223,152,62,68,,217,1.39,0.45,3.957,
1,3.38149,223,152,61,57,,221,1.39,0.38,4.72,
1,3.38574,219,152,60,57,,228,1.41,0.38,4.807,
1,3.38997,218,151,60,61,,229,1.43,0.4,4.512,
1,3.39457,218,152,60,64,,229,1.42,0.42,4.3,
1,3.39971,218,153,61,66,,226,1.41,0.43,4.17,
1,3.40381,218,154,62,67,,222,1.4,0.44,4.108,
1,3.40743,218,154,62,68,,222,1.4,0.44,4.047,
1,3.41246,223,154,61,66,,221,1.37,0.43,4.077,
1,3.4167,227,153,61,58,,217,1.35,0.38,4.557,
1,3.42158,224,153,60,50,,223,1.37,0.33,5.357,
1,3.42703,224,152,60,51,,223,1.38,0.34,5.252,
1,3.43068,225,152,60,57,,222,1.37,0.38,4.678,
1,3.43493,229,151,59,60,,222,1.36,0.4,4.367,
1,3.43902,232,151,59,61,,219,1.34,0.4,4.24,
1,3.44263,233,151,59,61,,218,1.34,0.4,4.221,
1,3.44766,233,150,58,61,,222,1.34,0.41,4.221,
1,3.45189,229,150,58,62,,226,1.37,0.41,4.226,
1,3.45615,224,150,58,67,,231,1.4,0.45,3.998,
1,3.46076,225,150,58,72,,230,1.39,0.48,3.704,
1,3.46589,227,149,59,73,,224,1.39,0.49,3.621,
1,3.47014,227,149,60,70,,220,1.39,0.47,3.776,
1,3.47439,225,147,59,66,,226,1.42,0.45,4.04,
1,3.47864,227,147,58,65,,228,1.41,0.44,4.066,
1,3.48288,227,147,58,65,,228,1.41,0.44,4.066,
1,3.48712,222,147,58,66,,233,1.44,0.45,4.095,
1,3.49204,220,145,59,70,,231,1.47,0.48,3.896,
1,3.49727,220,144,60,72,,227,1.48,0.5,3.788,
1,3.5003,221,143,60,72,,226,1.49,0.5,3.771,
1,3.50535,223,143,60,70,,224,1.47,0.49,3.844,
1,3.5096,221,143,60,68,,226,1.49,0.48,3.993,
1,3.51436,218,143,61,69,,226,1.51,0.48,3.989,
1,3.52016,214,143,61,71,,230,1.54,0.5,3.949,
1,3.5244,211,144,61,74,,233,1.55,0.51,3.843,
1,3.52931,209,145,62,76,,232,1.55,0.52,3.777,
1,3.53469,206,145,63,77,,231,1.57,0.53,3.783,
1,3.53838,204,146,64,78,,230,1.58,0.53,3.771,
1,3.54306,203,146,65,78,,227,1.59,0.53,3.789,
1,3.54894,203,145,66,78,,224,1.6,0.54,3.789,
1,3.55319,203,145,65,78,,227,1.6,0.54,3.789,
1,3.55802,204,145,65,78,,226,1.59,0.54,3.771,
1,3.56376,205,144,66,75,,222,1.59,0.52,3.902,
1,3.56835,203,144,66,72,,224,1.61,0.5,4.105,
1,3.57349,201,144,66,73,,226,1.62,0.51,4.089,
1,3.5776,201,144,66,76,,226,1.62,0.53,3.928,
1,3.5812,201,144,66,78,,226,1.62,0.54,3.827,
1,3.58829,199,143,67,79,,225,1.65,0.55,3.817,
1,3.59304,198,142,67,80,,226,1.67,0.56,3.788,
1,3.59885,197,141,67,81,,227,1.69,0.57,3.76,
1,3.60375,195,141,67,82,,230,1.71,0.58,3.752,
1,3.60889,191,140,68,87,,231,1.76,0.62,3.611,
1,3.61154,187,140,69,96,,233,1.8,0.69,3.342,
1,3.61955,182,139,70,109,,235,1.86,0.78,3.024,
1,3.62593,175,140,72,130,,238,1.92,0.93,2.637,
1,3.63179,169,141,74,153,,240,1.97,1.09,2.32,
1,3.63659,171,141,77,165,,228,1.95,1.17,2.127,
1,3.64296,166,141,78,154,,232,2.01,1.09,2.347,
1,3.64999,150,141,79,203,,253,2.22,1.44,1.97,
1,3.65767,139,141,80,315,,270,2.4,2.23,1.37,
1,3.66374,133,141,81,384,,278,2.51,2.72,1.175,
1,3.67009,129,142,85,382,,274,2.57,2.69,1.218,
1,3.67863,128,143,89,339,,263,2.57,2.37,1.383,
1,3.68874,125,144,92,302,,261,2.61,2.1,1.589,
1,3.69721,121,145,94,305,,264,2.68,2.1,1.626,
1,3.70572,121,147,96,296,,258,2.64,2.01,1.675,
1,3.7142,122,148,97,253,,254,2.6,1.71,1.944,
1,3.72222,122,149,97,222,,254,2.59,1.49,2.215,
1,3.72954,122,150,97,222,,254,2.57,1.48,2.215,
1,3.73803,118,150,96,259,,265,2.66,1.73,1.963,
1,3.74622,117,151,92,304,,279,2.66,2.01,1.687,
1,3.75348,117,152,89,310,,288,2.64,2.04,1.654,
1,3.76349,117,153,90,276,,285,2.63,1.8,1.858,
1,3.77173,117,153,90,251,,285,2.63,1.64,2.043,
1,3.77932,116,154,90,253,,287,2.63,1.64,2.044,
1,3.79057,116,154,90,261,,287,2.63,1.69,1.982,
1,3.79788,115,155,90,265,,290,2.64,1.71,1.969,
1,3.80637,115,155,90,264,,290,2.64,1.7,1.976,
1,3.81534,115,156,91,265,,287,2.62,1.7,1.969,
1,3.82544,115,156,91,259,,287,2.62,1.66,2.014,
1,3.83393,115,157,91,252,,287,2.6,1.61,2.07,
1,3.84243,115,157,91,252,,287,2.6,1.61,2.07,
1,3.85045,115,158,91,246,,287,2.59,1.56,2.121,
1,3.85808,115,159,91,235,,287,2.57,1.48,2.22,
1,3.86827,115,160,91,236,,287,2.55,1.48,2.211,
1,3.87681,114,161,91,250,,289,2.56,1.55,2.105,
1,3.88529,114,161,91,261,,289,2.56,1.62,2.017,
1,3.89343,115,162,91,261,,287,2.52,1.61,1.999,
1,3.90082,116,162,91,253,,284,2.5,1.56,2.044,
1,3.91142,116,163,90,242,,287,2.49,1.48,2.137,
1,3.92086,116,163,90,247,,287,2.49,1.52,2.094,
1,3.92816,116,164,90,258,,287,2.47,1.57,2.005,
1,3.93667,116,165,90,257,,287,2.46,1.56,2.013,
1,3.94516,116,165,90,253,,287,2.46,1.53,2.044,
1,3.95364,116,166,90,254,,287,2.44,1.53,2.036,
1,3.96269,116,167,90,254,,287,2.43,1.52,2.036,
1,3.97229,117,167,90,240,,285,2.41,1.44,2.137,
1,3.97979,118,168,89,225,,286,2.37,1.34,2.26,
1,3.9892,117,168,89,241,,288,2.39,1.43,2.128,
1,3.9965,116,169,90,265,,287,2.4,1.57,1.952,
1,4.00474,117,169,90,264,,285,2.38,1.56,1.943,
1,4.01187,117,169,90,251,,285,2.38,1.49,2.043,
1,4.02199,117,169,89,236,,288,2.38,1.4,2.173,
1,4.03106,116,170,89,237,,291,2.38,1.39,2.182,
1,4.04103,117,170,90,244,,285,2.36,1.44,2.102,
1,4.04954,118,170,90,230,,282,2.34,1.35,2.211,
1,4.05755,118,171,90,221,,282,2.33,1.29,2.301,
1,4.06486,118,171,89,218,,286,2.33,1.27,2.332,
1,4.07334,117,172,88,221,,291,2.34,1.28,2.32,
1,4.08186,118,172,89,232,,286,2.32,1.35,2.192,
1,4.09035,119,173,89,231,,283,2.28,1.34,2.183,
1,4.09885,119,173,89,228,,283,2.28,1.32,2.211,
1,4.10733,120,174,88,227,,284,2.25,1.3,2.203,
1,4.11582,119,174,87,226,,290,2.27,1.3,2.231,
1,4.12321,119,175,88,230,,286,2.26,1.31,2.192,
1,4.12852,120,175,88,231,,284,2.24,1.32,2.165,
1,4.13801,120,175,88,229,,284,2.24,1.31,2.183,
1,4.14861,119,175,87,227,,290,2.26,1.3,2.221,
1,4.15835,119,175,87,238,,290,2.26,1.36,2.118,
1,4.16572,120,175,88,242,,284,2.24,1.38,2.066,
1,4.17568,121,175,88,224,,282,2.22,1.28,2.214,
1,4.18418,120,176,87,218,,287,2.23,1.24,2.294,
1,4.19217,119,176,87,241,,290,2.24,1.37,2.092,
1,4.19951,119,176,87,254,,290,2.24,1.44,1.985,
1,4.208,119,176,88,246,,286,2.24,1.4,2.05,
1,4.21649,119,176,88,242,,286,2.24,1.38,2.083,
1,4.22498,119,176,89,240,,283,2.24,1.36,2.101,
1,4.23347,120,175,89,231,,281,2.24,1.32,2.165,
1,4.24197,119,176,88,234,,286,2.24,1.33,2.155,
1,4.24999,119,176,87,242,,290,2.24,1.38,2.083,
1,4.25706,118,176,88,246,,289,2.26,1.4,2.067,
1,4.26414,118,176,88,249,,289,2.26,1.41,2.042,
1,4.27425,118,176,89,239,,286,2.26,1.36,2.128,
1,4.28267,118,177,88,232,,289,2.25,1.31,2.192,
1,4.29182,118,177,88,238,,289,2.25,1.34,2.136,
1,4.30182,118,177,89,237,,286,2.25,1.34,2.145,
1,4.30985,119,177,89,228,,283,2.23,1.29,2.211,
1,4.31707,119,177,89,222,,283,2.23,1.25,2.271,
1,4.32562,120,178,88,218,,284,2.2,1.22,2.294,
1,4.33408,121,178,87,211,,285,2.18,1.19,2.35,
1,4.34263,121,178,87,204,,285,2.18,1.15,2.431,
1,4.35109,121,178,87,209,,285,2.18,1.17,2.373,
1,4.35962,120,178,87,229,,287,2.2,1.29,2.183,
1,4.3681,120,178,87,240,,287,2.2,1.35,2.083,
1,4.37659,120,178,87,228,,287,2.2,1.28,2.193,
1,4.38462,121,178,87,219,,285,2.18,1.23,2.264,
1,4.39193,120,178,87,223,,287,2.2,1.25,2.242,
1,4.40044,121,178,87,227,,285,2.18,1.28,2.184,
1,4.40893,121,179,86,224,,288,2.17,1.25,2.214,
1,4.41707,121,179,86,222,,288,2.17,1.24,2.234,
1,4.42442,121,179,87,220,,285,2.17,1.23,2.254,
1,4.43397,122,179,87,213,,283,2.15,1.19,2.309,
1,4.4415,122,179,86,210,,286,2.15,1.17,2.342,
1,4.45053,122,180,85,215,,289,2.14,1.19,2.287,
1,4.4566,121,180,85,224,,292,2.16,1.24,2.214,
1,4.46642,121,180,86,241,,288,2.16,1.34,2.058,
1,4.47354,121,180,87,250,,285,2.16,1.39,1.983,
1,4.48162,122,180,87,234,,283,2.14,1.3,2.102,
1,4.49012,121,180,86,225,,288,2.16,1.25,2.204,
1,4.4986,121,180,86,231,,288,2.16,1.28,2.147,
1,4.5071,122,181,87,231,,283,2.13,1.28,2.129,
1,4.51509,123,181,86,212,,284,2.11,1.17,2.301,
1,4.52217,123,181,86,196,,284,2.11,1.08,2.489,
1,4.52925,124,181,86,200,,281,2.09,1.1,2.419,
1,4.53632,123,181,85,207,,287,2.11,1.14,2.357,
1,4.5479,121,181,85,224,,292,2.15,1.24,2.214,
1,4.5564,121,180,86,237,,288,2.16,1.32,2.092,
1,4.56489,121,180,86,230,,288,2.16,1.28,2.156,
1,4.5729,121,180,87,227,,285,2.16,1.26,2.184,
1,4.58022,120,180,86,235,,291,2.18,1.31,2.128,
1,4.58871,120,180,86,251,,291,2.18,1.39,1.992,
1,4.59721,120,180,87,250,,287,2.18,1.39,2,
1,4.6057,120,181,88,232,,284,2.16,1.28,2.155,
1,4.6142,120,181,87,224,,287,2.16,1.24,2.232,
1,4.62268,120,181,86,227,,291,2.16,1.25,2.203,
1,4.63118,119,181,87,232,,290,2.18,1.28,2.173,
1,4.63885,119,181,88,238,,286,2.18,1.31,2.118,
1,4.6449,119,181,88,246,,286,2.18,1.36,2.05,
1,4.65499,120,181,88,241,,284,2.16,1.33,2.075,
1,4.66346,120,181,87,227,,287,2.16,1.25,2.203,
1,4.67195,120,181,87,227,,287,2.16,1.25,2.203,
1,4.68048,120,182,88,233,,284,2.15,1.28,2.146,
1,4.68896,121,182,87,225,,285,2.13,1.24,2.204,
1,4.69746,121,182,87,221,,285,2.13,1.21,2.244,
1,4.70511,121,181,86,227,,288,2.15,1.25,2.184,
1,4.71118,121,181,86,227,,288,2.15,1.25,2.184,
1,4.72128,121,182,87,222,,285,2.13,1.22,2.234,
1,4.72975,122,182,87,217,,283,2.12,1.19,2.266,
1,4.73788,121,181,87,222,,285,2.15,1.23,2.234,
1,4.74528,121,181,86,229,,288,2.15,1.27,2.165,
1,4.75525,121,181,86,231,,288,2.15,1.28,2.147,
1,4.76373,120,182,87,238,,287,2.15,1.31,2.101,
1,4.77237,119,182,87,248,,290,2.17,1.36,2.033,
1,4.78115,118,182,88,258,,289,2.19,1.42,1.971,
1,4.78963,119,182,88,257,,286,2.17,1.41,1.962,
1,4.79812,119,182,88,241,,286,2.17,1.32,2.092,
1,4.80662,119,182,89,231,,283,2.17,1.27,2.183,
1,4.81511,119,182,89,231,,283,2.17,1.27,2.183,
1,4.82361,118,183,88,237,,289,2.18,1.3,2.145,
1,4.83209,119,183,88,239,,286,2.16,1.31,2.11,
1,4.84008,119,182,88,231,,286,2.17,1.27,2.183,
1,4.84742,120,183,88,224,,284,2.14,1.22,2.232,
1,4.85591,119,182,88,222,,286,2.17,1.22,2.271,
1,4.86442,119,182,88,226,,286,2.17,1.24,2.231,
1,4.87254,119,182,88,233,,286,2.17,1.28,2.164,
1,4.87993,120,181,87,235,,287,2.16,1.3,2.128,
1,4.88989,122,181,87,217,,283,2.13,1.2,2.266,
1,4.89789,122,181,87,210,,283,2.13,1.16,2.342,
1,4.90498,122,181,86,223,,286,2.13,1.23,2.205,
1,4.91205,122,181,86,233,,286,2.13,1.29,2.111,
1,4.92189,120,181,85,243,,294,2.16,1.34,2.058,
1,4.92914,120,181,86,254,,291,2.16,1.4,1.969,
1,4.93918,120,181,87,253,,287,2.16,1.4,1.976,
1,4.94767,121,181,88,227,,282,2.15,1.25,2.184,
1,4.95541,122,182,87,208,,283,2.12,1.14,2.364,
1,4.96148,122,183,86,208,,286,2.11,1.14,2.364,
1,4.97149,122,183,85,214,,289,2.11,1.17,2.298,
1,4.97999,123,182,86,216,,284,2.1,1.19,2.258,
1,4.98848,122,182,86,220,,286,2.12,1.21,2.235,
1,4.99697,124,182,86,217,,281,2.08,1.19,2.23,
1,5.00547,123,182,85,212,,287,2.1,1.16,2.301,
1,5.01303,123,182,85,214,,287,2.1,1.18,2.279,
1,5.019,123,182,85,218,,287,2.1,1.2,2.238,
1,5.02839,123,182,86,220,,284,2.1,1.21,2.217,
1,5.0357,123,182,85,219,,287,2.1,1.2,2.227,
1,5.0442,122,182,85,227,,289,2.12,1.25,2.167,
1,5.05268,121,182,85,238,,292,2.13,1.31,2.083,
1,5.06118,120,182,86,249,,291,2.15,1.37,2.008,
1,5.06928,120,182,87,260,,287,2.15,1.43,1.923,
1,5.07671,121,182,88,252,,282,2.13,1.38,1.968,
1,5.08667,121,182,87,224,,285,2.13,1.23,2.214,
1,5.09467,120,182,86,220,,291,2.15,1.21,2.273,
1,5.10198,120,182,87,231,,287,2.15,1.27,2.165,
1,5.11018,121,182,87,225,,285,2.13,1.24,2.204,
1,5.11739,120,182,87,218,,287,2.15,1.2,2.294,
1,5.12746,121,182,86,215,,288,2.13,1.18,2.306,
1,5.13597,122,183,86,211,,286,2.11,1.15,2.331,
1,5.14445,121,183,86,226,,288,2.12,1.23,2.194,
1,5.15294,120,183,86,243,,291,2.14,1.33,2.058,
1,5.16093,120,183,87,238,,287,2.14,1.3,2.101,
1,5.16827,120,183,87,228,,287,2.14,1.25,2.193,
1,5.17675,120,184,87,221,,287,2.13,1.2,2.262,
1,5.18521,121,184,87,220,,285,2.11,1.2,2.254,
1,5.19375,120,183,87,230,,287,2.14,1.26,2.174,
1,5.20224,121,184,87,235,,285,2.11,1.28,2.11,
1,5.21073,122,184,87,213,,283,2.09,1.16,2.309,
1,5.21875,122,184,86,201,,286,2.09,1.09,2.447,
1,5.22605,121,184,85,218,,292,2.11,1.18,2.275,
1,5.23453,122,184,86,219,,286,2.09,1.19,2.246,
1,5.24304,122,184,86,213,,286,2.09,1.16,2.309,
1,5.25154,122,184,86,222,,286,2.09,1.21,2.215,
1,5.26002,121,183,85,233,,292,2.12,1.27,2.128,
1,5.26851,122,182,85,234,,289,2.12,1.29,2.102,
1,5.27701,121,182,86,230,,288,2.13,1.26,2.156,
1,5.28502,120,182,86,232,,291,2.15,1.27,2.155,
1,5.29234,120,182,87,241,,287,2.15,1.32,2.075,
1,5.30079,120,182,87,241,,287,2.15,1.32,2.075,
1,5.30932,119,182,87,233,,290,2.17,1.28,2.164,
1,5.31781,118,182,88,239,,289,2.19,1.31,2.128,
1,5.32631,119,183,88,243,,286,2.16,1.33,2.075,
1,5.3348,119,183,89,234,,283,2.16,1.28,2.155,
1,5.3433,119,183,88,232,,286,2.16,1.27,2.173,
1,5.35189,119,183,88,235,,286,2.16,1.28,2.146,
1,5.36038,119,183,89,235,,283,2.16,1.28,2.146,
1,5.36756,119,184,88,229,,286,2.15,1.24,2.202,
1,5.37769,119,184,88,222,,286,2.15,1.21,2.271,
1,5.38583,120,184,87,213,,287,2.13,1.16,2.347,
1,5.39319,121,184,87,198,,285,2.11,1.08,2.504,
1,5.40316,121,184,87,204,,285,2.11,1.11,2.431,
1,5.41166,120,184,87,226,,287,2.13,1.23,2.212,
1,5.41966,120,184,87,237,,287,2.13,1.29,2.11,
1,5.42697,119,184,87,239,,290,2.15,1.3,2.11,
1,5.43547,120,183,87,241,,287,2.14,1.32,2.075,
1,5.44396,119,184,88,235,,286,2.15,1.28,2.146,
1,5.45245,120,184,88,224,,284,2.13,1.22,2.232,
1,5.46096,119,184,88,227,,286,2.15,1.23,2.221,
1,5.46942,119,183,88,231,,286,2.16,1.26,2.183,
1,5.47787,119,183,88,232,,286,2.16,1.27,2.173,
1,5.48591,119,183,88,233,,286,2.16,1.27,2.164,
1,5.49326,120,183,88,221,,284,2.14,1.21,2.262,
1,5.50175,121,183,88,203,,282,2.12,1.11,2.443,
1,5.50993,121,184,87,198,,285,2.11,1.08,2.504,
1,5.51723,120,183,86,219,,291,2.14,1.2,2.283,
1,5.52683,119,183,86,240,,293,2.16,1.31,2.101,
1,5.53431,117,184,87,264,,295,2.18,1.43,1.943,
1,5.54375,119,184,88,266,,286,2.15,1.45,1.895,
1,5.55138,119,184,89,239,,283,2.15,1.3,2.11,
1,5.56161,119,183,88,227,,286,2.16,1.24,2.221,
1,5.57011,118,183,87,243,,292,2.18,1.33,2.092,
1,5.5786,118,183,88,256,,289,2.18,1.4,1.986,
1,5.58708,119,184,89,225,,283,2.15,1.22,2.241,
1,5.59559,120,183,89,200,,281,2.14,1.09,2.5,
1,5.60408,120,184,88,208,,284,2.13,1.13,2.404,
1,5.61209,120,183,87,225,,287,2.14,1.23,2.222,
1,5.6194,121,184,87,229,,285,2.11,1.24,2.165,
1,5.62743,122,183,87,213,,283,2.11,1.16,2.309,
1,5.6335,124,184,86,191,,281,2.06,1.04,2.533,
1,5.64281,131,184,81,130,,283,1.95,0.71,3.523,
1,5.65074,137,184,66,41,,332,1.86,0.22,10.682,
1,5.65773,143,183,51,5,,411,1.8,0.03,83.916,
1,5.66555,149,183,37,0,,544,1.72,,,
1,5.67129,155,183,24,0,,806,1.66,,,
1,5.67584,159,182,11,0,,1715,1.62,,,
1,5.68342,165,181,0,0,,0,1.57,,,
1,5.68931,168,180,0,0,,0,1.55,,,
1,5.69407,173,179,16,34,,1084,1.52,0.19,10.201,
1,5.70045,176,178,66,47,,258,1.5,0.26,7.253,
1,5.70683,174,178,82,62,,210,1.52,0.35,5.562,
1,5.71228,176,178,92,84,,185,1.5,0.47,4.058,
1,5.71625,178,177,89,88,,189,1.49,0.5,3.83,
1,5.72261,181,176,85,79,,195,1.48,0.45,4.196,
1,5.72841,186,176,84,78,,192,1.44,0.44,4.136,
1,5.73211,189,176,83,77,,191,1.41,0.44,4.123,
1,5.73911,193,175,81,75,,192,1.39,0.43,4.145,
1,5.74367,195,175,79,77,,195,1.38,0.44,3.996,
1,5.74897,197,174,78,79,,195,1.37,0.45,3.855,
1,5.75369,199,174,78,76,,193,1.36,0.44,3.967,
1,5.7575,198,174,77,76,,197,1.36,0.44,3.987,
1,5.76283,195,174,77,81,,200,1.39,0.47,3.799,
1,5.76835,194,173,77,91,,201,1.4,0.53,3.399,
1,5.77405,197,172,78,92,,195,1.39,0.53,3.311,
1,5.77787,199,172,77,84,,196,1.37,0.49,3.589,
1,5.78478,199,172,77,78,,196,1.37,0.45,3.865,
1,5.78969,199,171,77,78,,196,1.38,0.46,3.865,
1,5.79511,199,172,76,81,,198,1.37,0.47,3.722,
1,5.79874,199,172,76,85,,198,1.37,0.49,3.547,
1,5.8032,199,172,76,88,,198,1.37,0.51,3.426,
1,5.80852,196,172,76,89,,201,1.39,0.52,3.44,
1,5.81408,195,172,77,90,,200,1.4,0.52,3.419,
1,5.81989,193,172,78,89,,199,1.42,0.52,3.493,
1,5.82473,193,171,78,87,,199,1.42,0.51,3.573,
1,5.83045,193,171,78,86,,199,1.42,0.5,3.615,
1,5.83505,190,170,79,92,,200,1.46,0.54,3.432,
1,5.84018,188,169,80,103,,199,1.48,0.61,3.099,
1,5.84484,195,169,80,102,,192,1.43,0.6,3.017,
1,5.85075,199,169,79,83,,191,1.4,0.49,3.633,
1,5.85551,202,169,77,69,,193,1.38,0.41,4.305,
1,5.86131,205,168,75,71,,195,1.36,0.42,4.122,
1,5.86554,206,168,74,74,,197,1.36,0.44,3.936,
1,5.87048,205,168,74,75,,198,1.36,0.45,3.902,
1,5.87587,203,167,74,76,,200,1.39,0.46,3.889,
1,5.8799,201,167,74,77,,202,1.4,0.46,3.877,
1,5.88585,200,166,75,78,,200,1.42,0.47,3.846,
1,5.8901,197,165,76,79,,200,1.45,0.48,3.855,
1,5.89488,195,164,76,82,,202,1.47,0.5,3.752,
1,5.90066,196,163,77,83,,199,1.47,0.51,3.688,
1,5.90554,199,163,78,81,,193,1.45,0.5,3.722,
1,5.91122,198,163,77,76,,197,1.46,0.47,3.987,
1,5.91584,200,164,76,75,,197,1.43,0.46,4,
1,5.92095,201,164,77,77,,194,1.43,0.47,3.877,
1,5.92519,200,163,76,78,,197,1.44,0.48,3.846,
1,5.92994,199,163,76,79,,198,1.45,0.48,3.817,
1,5.93577,200,162,75,80,,200,1.45,0.49,3.75,
1,5.9406,202,161,75,80,,198,1.45,0.5,3.713,
1,5.94611,202,160,76,79,,195,1.45,0.49,3.76,
1,5.94989,201,160,75,79,,199,1.46,0.49,3.779,
1,5.95493,202,159,75,79,,198,1.46,0.5,3.76,
1,5.95948,203,158,75,79,,197,1.47,0.5,3.741,
1,5.96499,201,158,75,79,,199,1.48,0.5,3.779,
1,5.97071,202,157,75,79,,198,1.48,0.5,3.76,
1,5.97436,201,157,75,79,,199,1.49,0.5,3.779,
1,5.97997,201,157,76,79,,196,1.49,0.5,3.779,
1,5.98568,199,156,75,79,,201,1.51,0.51,3.817,
1,5.99028,198,157,75,80,,202,1.51,0.51,3.788,
1,5.99529,198,156,76,80,,199,1.52,0.51,3.788,
1,5.99884,200,157,77,81,,195,1.5,0.52,3.704,
1,6.00598,198,157,77,81,,197,1.51,0.52,3.741,
1,6.01023,199,158,76,81,,198,1.49,0.51,3.722,
1,6.01504,200,158,76,81,,197,1.49,0.51,3.704,
1,6.02044,203,157,76,79,,194,1.47,0.5,3.741,
1,6.02346,204,157,75,77,,196,1.47,0.49,3.82,
1,6.03094,200,155,75,78,,200,1.52,0.5,3.846,
1,6.03397,200,155,75,81,,200,1.52,0.52,3.704,
1,6.03922,204,154,75,82,,196,1.5,0.53,3.587,
1,6.04453,205,154,75,81,,195,1.49,0.53,3.613,
1,6.04957,203,155,75,79,,197,1.49,0.51,3.741,
1,6.05439,201,156,75,78,,199,1.5,0.5,3.827,
1,6.06014,200,156,75,79,,200,1.51,0.51,3.797,
1,6.06506,198,157,75,80,,202,1.51,0.51,3.788,
